Insurance Policy,,,,,,,Managed by : Rohit Kapoor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
TRS-POL-544782,11-07-2024,11-Jul-24,10,11-Jul-24,CUST-115144,1280661.1,75775.35,Quarterly,Yes,661577.74,2452.57,AGT-4980,July,Q3,2024,11-Jul-25,CLM-882373,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-655047,11-08-2016,11-Aug-19,10,11-Aug-16,CUST-212636,838486.56,49074.94,Monthly,No,457195.56,2685.56,AGT-4980,August,Q3,2016,11-Aug-17,CLM-582482,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-414929,28-09-2018,28-Sep-21,10,28-Sep-18,CUST-813926,1870175.11,49795.2,Annually,No,577501.34,8574.14,AGT-4980,September,Q3,2018,28-Sep-19,CLM-559206,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-607424,29-01-2021,29-Jan-23,10,29-Jan-21,CUST-917242,466544.54,62478.73,Quarterly,Yes,177118.61,8473.55,AGT-4980,January,Q1,2021,29-Jan-22,CLM-796505,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-208356,16-03-2021,16-Mar-23,10,16-Mar-21,CUST-470596,1440369.02,12965.4,Annually,No,432126.33,3994.96,AGT-4980,March,Q1,2021,16-Mar-22,CLM-509545,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-915326,08-03-2024,14-May-25,10,14-May-25,CUST-579535,482665.25,53095.94,Monthly,Yes,156944.71,2935.62,AGT-4980,May,Q2,2025,14-May-26,CLM-265695,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-475146,08-01-2021,08-Jan-23,10,08-Jan-21,CUST-365798,1921971.69,13587.45,Annually,No,610745.23,569.31,AGT-4980,January,Q1,2021,08-Jan-22,CLM-260683,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-904408,29-04-2017,29-Apr-20,10,29-Apr-17,CUST-379140,513436.47,57466.71,Annually,Yes,266216.02,765.4,AGT-4980,April,Q2,2017,29-Apr-18,CLM-115568,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-283150,08-08-2016,08-Aug-19,10,08-Aug-16,CUST-613639,984614.77,58527.4,Monthly,No,461296.76,888.75,AGT-4980,August,Q3,2016,08-Aug-17,CLM-467507,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-723175,11-08-2022,11-Aug-23,10,11-Aug-22,CUST-934633,1121055.62,97652.32,Quarterly,Yes,439032.97,5345.27,AGT-4980,August,Q3,2022,11-Aug-23,CLM-179930,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-485988,29-04-2024,29-Apr-24,10,29-Apr-24,CUST-686148,1851221.51,6208.29,Monthly,Yes,851250.81,1092.06,AGT-4980,April,Q2,2024,29-Apr-25,CLM-864382,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-573947,08-08-2021,08-Aug-23,10,08-Aug-21,CUST-415210,1449340.09,68413.96,Monthly,Yes,838283.82,3691.2,AGT-4980,August,Q3,2021,08-Aug-22,CLM-990155,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-537938,31-05-2022,31-May-23,10,31-May-22,CUST-932936,1999264.17,83039.62,Quarterly,No,824279.45,3795.97,AGT-4980,May,Q2,2022,31-May-23,CLM-767632,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-298428,12-01-2023,12-Jan-24,10,12-Jan-23,CUST-148298,282725.91,57249.08,Annually,Yes,150799.72,3435.92,AGT-4980,January,Q1,2023,12-Jan-24,CLM-775893,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-978698,28-12-2023,28-Dec-24,10,28-Dec-23,CUST-657155,1524295.39,39053.84,Annually,Yes,655874.7,3729.08,AGT-4980,December,Q4,2023,28-Dec-24,CLM-212839,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-843832,18-02-2016,18-Feb-19,10,18-Feb-16,CUST-881228,917630.66,41235.36,Quarterly,No,433631.9,8253.98,AGT-4980,February,Q1,2016,18-Feb-17,CLM-459917,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-245849,08-03-2024,27-Jun-25,10,27-Jun-25,CUST-317319,1136629.66,81043.93,Annually,Yes,459113.01,1425.04,AGT-4980,June,Q2,2025,27-Jun-26,CLM-653179,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-855455,27-09-2020,27-Sep-22,10,27-Sep-20,CUST-918315,1788049.82,87833.53,Monthly,Yes,925201.09,8053.79,AGT-4980,September,Q3,2020,27-Sep-21,CLM-742913,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-515956,04-03-2017,04-Mar-20,10,04-Mar-17,CUST-494095,726637.43,48031.93,Quarterly,Yes,290815.51,4727.32,AGT-4980,March,Q1,2017,04-Mar-18,CLM-543612,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-516560,18-09-2024,18-Sep-24,10,18-Sep-24,CUST-961853,1847075.57,71459.97,Monthly,Yes,590234.8,5112.21,AGT-4980,September,Q3,2024,18-Sep-25,CLM-637371,TR-ENDD989,LGA-TRCD-9829,Surrendered,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-270824,09-09-2023,09-Sep-24,10,09-Sep-23,CUST-598709,1317868.87,95853.12,Annually,Yes,436464.88,4040.49,AGT-5980,September,Q3,2023,09-Sep-24,CLM-158479,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-676952,07-04-2018,07-Apr-21,10,07-Apr-18,CUST-630201,374973.46,89579.82,Quarterly,No,200770.25,4961.82,AGT-5980,April,Q2,2018,07-Apr-19,CLM-909618,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-853476,29-09-2018,29-Sep-21,10,29-Sep-18,CUST-746455,650190.41,93040.16,Annually,Yes,304983.32,6646.59,AGT-5980,September,Q3,2018,29-Sep-19,CLM-289505,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-513058,10-03-2018,10-Mar-21,10,10-Mar-18,CUST-528361,993896.45,86929.34,Quarterly,Yes,313886.99,2558,AGT-5980,March,Q1,2018,10-Mar-19,CLM-568489,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-484120,09-07-2024,09-Jul-24,10,09-Jul-24,CUST-854571,1593244.07,68529.18,Monthly,Yes,860886.5,3049.87,AGT-5980,July,Q3,2024,09-Jul-25,CLM-372318,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-509319,10-02-2018,10-Feb-21,10,10-Feb-18,CUST-643107,1989756.57,81359.14,Monthly,No,1094223.17,3051.52,AGT-5980,February,Q1,2018,10-Feb-19,CLM-116359,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-247361,08-03-2024,10-May-25,10,10-May-25,CUST-678593,1951843.37,23393.31,Quarterly,No,787617.14,4535.44,AGT-5980,May,Q2,2025,10-May-26,CLM-583823,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-196597,20-03-2022,20-Mar-23,10,20-Mar-22,CUST-801501,626508.66,18766.3,Monthly,Yes,220749.84,4229.58,AGT-5980,March,Q1,2022,20-Mar-23,CLM-345595,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-156861,16-08-2024,16-Aug-24,10,16-Aug-24,CUST-948225,1689186.89,79473.72,Quarterly,Yes,530027.94,4991.37,AGT-5980,August,Q3,2024,16-Aug-25,CLM-614899,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-641529,10-07-2021,10-Jul-23,10,10-Jul-21,CUST-395175,1072797.61,27373.66,Annually,No,521881.52,2555.43,AGT-5980,July,Q3,2021,10-Jul-22,CLM-643304,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-819175,10-02-2024,10-Feb-24,10,10-Feb-24,CUST-625537,1318791.98,87361.48,Annually,No,458767.09,9383.88,AGT-5980,February,Q1,2024,10-Feb-25,CLM-810180,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-891572,14-06-2024,14-Jun-24,10,14-Jun-24,CUST-344595,765346.16,14680.68,Quarterly,No,245143.96,1062.47,AGT-5980,June,Q2,2024,14-Jun-25,CLM-270581,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-928577,26-01-2016,26-Jan-19,10,26-Jan-16,CUST-744416,544652.21,65745.03,Monthly,No,311515.81,5365.53,AGT-5980,January,Q1,2016,26-Jan-17,CLM-892266,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-174436,06-02-2019,06-Feb-21,10,06-Feb-19,CUST-725019,810242.92,96286.67,Monthly,No,419372.52,5035.26,AGT-5980,February,Q1,2019,06-Feb-20,CLM-740636,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-980012,23-01-2023,23-Jan-24,10,23-Jan-23,CUST-368560,1664709.03,90376.61,Annually,Yes,798010.08,542.15,AGT-5980,January,Q1,2023,23-Jan-24,CLM-424443,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-500963,09-12-2020,09-Dec-22,10,09-Dec-20,CUST-604803,1018203.21,60395.31,Quarterly,No,408983.74,8602.27,AGT-5980,December,Q4,2020,09-Dec-21,CLM-867815,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-946952,27-09-2020,27-Sep-22,10,27-Sep-20,CUST-456791,1421077.41,67989.77,Quarterly,No,832937.38,5123.33,AGT-5980,September,Q3,2020,27-Sep-21,CLM-624316,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-604191,11-07-2024,11-Jul-24,10,11-Jul-24,CUST-333435,480796.79,65923.77,Monthly,Yes,168220.99,6478.34,AGT-5980,July,Q3,2024,11-Jul-25,CLM-442255,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-328694,14-02-2017,14-Feb-20,10,14-Feb-17,CUST-333426,159349.21,18904.7,Monthly,No,50399.95,4834.53,AGT-5980,February,Q1,2017,14-Feb-18,CLM-148231,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-502185,19-04-2016,19-Apr-19,10,19-Apr-16,CUST-137736,1059732.34,56587.15,Annually,Yes,625679.54,8379.04,AGT-5980,April,Q2,2016,19-Apr-17,CLM-267878,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-752905,04-03-2024,04-Mar-24,10,04-Mar-24,CUST-870351,665691.85,88501.69,Quarterly,Yes,353048.05,5407.55,AGT-5980,March,Q1,2024,04-Mar-25,CLM-632491,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-482149,13-08-2016,13-Aug-19,10,13-Aug-16,CUST-165641,1951819.7,53231.01,Annually,No,613035.96,3794,AGT-5980,August,Q3,2016,13-Aug-17,CLM-392678,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-452055,19-02-2024,19-Feb-24,10,19-Feb-24,CUST-887945,1737588.14,43326.57,Monthly,Yes,839352.79,2756.05,AGT-5980,February,Q1,2024,19-Feb-25,CLM-705867,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-435814,22-04-2023,22-Apr-24,10,22-Apr-23,CUST-744133,229705.32,84026.89,Monthly,Yes,124996.77,5521.79,AGT-5980,April,Q2,2023,22-Apr-24,CLM-749299,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-487302,23-12-2024,23-Dec-24,10,23-Dec-24,CUST-791230,889045.37,46450.73,Quarterly,Yes,286489.79,2293.18,AGT-5980,December,Q4,2024,23-Dec-25,CLM-350652,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-141889,25-02-2018,25-Feb-21,10,25-Feb-18,CUST-755547,371342.88,61217.89,Quarterly,No,190225.03,5719.61,AGT-5980,February,Q1,2018,25-Feb-19,CLM-203967,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-152085,12-02-2019,12-Feb-21,10,12-Feb-19,CUST-856037,340299.78,18026.84,Quarterly,Yes,126856.45,1547.01,AGT-5980,February,Q1,2019,12-Feb-20,CLM-621983,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-342957,08-03-2024,10-Feb-25,10,10-Feb-25,CUST-536525,778491,87964.45,Monthly,Yes,428668.37,6419.2,AGT-5980,February,Q1,2025,10-Feb-26,CLM-236005,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-287550,22-07-2018,22-Jul-21,10,22-Jul-18,CUST-752996,994229.82,59335.24,Quarterly,No,476618.42,1129.59,AGT-5980,July,Q3,2018,22-Jul-19,CLM-577904,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-260885,05-01-2024,05-Jan-24,10,05-Jan-24,CUST-511357,1988032.03,20484.67,Annually,No,895720.72,3481.02,AGT-5980,January,Q1,2024,05-Jan-25,CLM-864189,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-121423,17-04-2021,17-Apr-23,10,17-Apr-21,CUST-642039,468077.64,73026.9,Quarterly,No,242651.81,3682.28,AGT-5980,April,Q2,2021,17-Apr-22,CLM-762200,TR-ENDD989,LGA-TRCD-9829,Surrendered,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-564112,10-11-2018,25-Oct-24,10,10-Nov-18,CUST-945399,908666.82,71774.72,Quarterly,No,364793.08,8504.46,AGT-2941,November,Q4,2018,10-Nov-19,CLM-826046,TR-ENDD989,LGA-TRCD-9829,Surrendered,Himachal Pradesh,RMN7A3X1,ZMN8K2L1
TRS-POL-383225,23-11-2019,23-Nov-21,10,23-Nov-19,CUST-425411,982619.58,41558.16,Quarterly,No,352068.33,4951.96,AGT-2941,November,Q4,2019,23-Nov-20,CLM-430616,TR-ENDD989,LGA-TRCD-9829,Surrendered,Himachal Pradesh,RMN7A3X1,ZMN8K2L1
TRS-POL-741186,30-08-2023,30-Aug-24,10,30-Aug-23,CUST-194236,1874158.82,38891.42,Quarterly,No,976934.38,6979.2,AGT-2941,August,Q3,2023,30-Aug-24,CLM-921078,TR-ENDD989,LGA-TRCD-9829,Surrendered,Himachal Pradesh,RMN7A3X1,ZMN8K2L1
TRS-POL-488395,28-12-2022,28-Dec-23,10,28-Dec-22,CUST-653661,330979.64,93973.81,Quarterly,No,122403.98,8420.56,AGT-3150,December,Q4,2022,28-Dec-23,CLM-703571,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-502577,17-01-2016,17-Jan-19,10,17-Jan-16,CUST-512981,424801.87,85546.74,Annually,No,201424.42,2950.11,AGT-3150,January,Q1,2016,17-Jan-17,CLM-405121,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-411846,24-07-2016,24-Jul-19,10,24-Jul-16,CUST-521921,1296706.55,87456.72,Annually,No,640628.81,1939.24,AGT-3150,July,Q3,2016,24-Jul-17,CLM-461086,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-553272,07-10-2024,07-Oct-24,10,07-Oct-24,CUST-115626,1951081.37,14411.06,Quarterly,No,842475.93,7512.17,AGT-3150,October,Q4,2024,07-Oct-25,CLM-371990,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-685619,24-08-2018,24-Aug-21,10,24-Aug-18,CUST-768782,1911646.84,46589.19,Monthly,No,691441.04,8703.53,AGT-3150,August,Q3,2018,24-Aug-19,CLM-566974,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-843380,27-01-2016,27-Jan-19,10,27-Jan-16,CUST-575659,492920.83,49076.58,Annually,No,153926.29,8988.05,AGT-3150,January,Q1,2016,27-Jan-17,CLM-518691,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-564258,24-09-2018,24-Sep-21,10,24-Sep-18,CUST-800201,181985.16,12330.17,Monthly,No,83599.78,8207.57,AGT-3150,September,Q3,2018,24-Sep-19,CLM-655348,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-156799,15-03-2016,15-Mar-19,10,15-Mar-16,CUST-814160,1787880.64,74559.33,Quarterly,No,645763.79,3687.16,AGT-3150,March,Q1,2016,15-Mar-17,CLM-410165,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-404597,06-07-2020,06-Jul-22,10,06-Jul-20,CUST-566094,696757.3,83703.28,Monthly,No,369474.95,5126.98,AGT-3150,July,Q3,2020,06-Jul-21,CLM-102262,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-662124,18-08-2019,18-Aug-21,10,18-Aug-19,CUST-579458,777062.53,86268.01,Annually,No,365157.28,3188.85,AGT-3150,August,Q3,2019,18-Aug-20,CLM-264701,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-472349,24-08-2021,24-Aug-23,10,24-Aug-21,CUST-583511,879476.77,21296.92,Monthly,No,280471.25,6684.22,AGT-3150,August,Q3,2021,24-Aug-22,CLM-735824,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-937270,30-10-2022,30-Oct-23,10,30-Oct-22,CUST-318045,1174336.38,31463.43,Annually,No,486983.71,1530.16,AGT-3150,October,Q4,2022,30-Oct-23,CLM-467427,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-280044,21-09-2024,21-Sep-24,10,21-Sep-24,CUST-207810,159506.04,73160.77,Monthly,No,88710.56,7404.83,AGT-3150,September,Q3,2024,21-Sep-25,CLM-867091,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-526738,17-03-2019,17-Mar-21,10,17-Mar-19,CUST-326732,276522.88,75767.86,Quarterly,No,98519.74,8352.55,AGT-3150,March,Q1,2019,17-Mar-20,CLM-437048,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-239958,04-11-2021,04-Nov-23,10,04-Nov-21,CUST-773254,222449.41,27059.02,Monthly,No,75557.47,2720.78,AGT-3150,November,Q4,2021,04-Nov-22,CLM-564615,TR-ENDD989,LGA-TRCD-9829,Surrendered,Haryana,RMN7A3X1,ZMN8K2L1
TRS-POL-963650,25-07-2017,25-Jul-20,10,25-Jul-17,CUST-626016,1461092.21,78311.05,Annually,No,597514.35,5938.16,AGT-5945,July,Q3,2017,25-Jul-18,CLM-195919,TR-ENDD989,LGA-TRCD-9829,Surrendered,Jharkhand,RMC9F7L5,ZMN8K2L1
TRS-POL-301127,08-04-2017,08-Apr-20,10,08-Apr-17,CUST-991237,1237522,43173.87,Monthly,No,678741.96,8964.98,AGT-5945,April,Q2,2017,08-Apr-18,CLM-387650,TR-ENDD989,LGA-TRCD-9829,Surrendered,Jharkhand,RMC9F7L5,ZMN8K2L1
TRS-POL-716579,08-09-2019,08-Sep-21,10,08-Sep-19,CUST-174829,920052.31,48203.66,Annually,No,540961.35,7672.67,AGT-5945,September,Q3,2019,08-Sep-20,CLM-972205,TR-ENDD989,LGA-TRCD-9829,Surrendered,Jharkhand,RMC9F7L5,ZMN8K2L1
TRS-POL-411596,10-03-2024,10-Mar-24,10,10-Mar-24,CUST-366001,1729904.72,67048.75,Annually,No,954811.76,4527.46,AGT-5945,March,Q1,2024,10-Mar-25,CLM-504617,TR-ENDD989,LGA-TRCD-9829,Surrendered,Jharkhand,RMC9F7L5,ZMN8K2L1
TRS-POL-972030,11-02-2016,11-Feb-19,10,11-Feb-16,CUST-138654,1129730.84,97709.4,Quarterly,No,637294.79,6854.1,AGT-5945,February,Q1,2016,11-Feb-17,CLM-246411,TR-ENDD989,LGA-TRCD-9829,Surrendered,Jharkhand,RMC9F7L5,ZMN8K2L1
TRS-POL-910163,28-03-2018,28-Mar-21,10,28-Mar-18,CUST-104642,1386596.45,15572.2,Quarterly,No,586081.95,3398.31,AGT-5945,March,Q1,2018,28-Mar-19,CLM-197869,TR-ENDD989,LGA-TRCD-9829,Surrendered,Jharkhand,RMC9F7L5,ZMN8K2L1
TRS-POL-732920,22-09-2018,22-Sep-21,10,22-Sep-18,CUST-780768,1117475.44,25512.28,Annually,No,446585.34,4059.96,AGT-5945,September,Q3,2018,22-Sep-19,CLM-154607,TR-ENDD989,LGA-TRCD-9829,Surrendered,Jharkhand,RMC9F7L5,ZMN8K2L1
TRS-POL-348356,06-01-2020,06-Jan-22,10,06-Jan-20,CUST-578871,1486608.88,18040.07,Quarterly,No,788555.08,7492.8,AGT-2345,January,Q1,2020,06-Jan-21,CLM-314934,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-975669,10-02-2018,10-Feb-21,10,10-Feb-18,CUST-823561,758927.43,35808.13,Quarterly,No,411484.78,6309.86,AGT-2345,February,Q1,2018,10-Feb-19,CLM-610103,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-926238,02-12-2024,02-Dec-24,10,02-Dec-24,CUST-657606,1300784.47,19010.55,Monthly,No,451524.26,2192.73,AGT-2345,December,Q4,2024,02-Dec-25,CLM-914956,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-459074,19-03-2019,19-Mar-21,10,19-Mar-19,CUST-333561,679100.12,43799.13,Annually,No,278902.33,6756.31,AGT-2345,March,Q1,2019,19-Mar-20,CLM-688775,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-116210,25-11-2016,25-Nov-19,10,25-Nov-16,CUST-331649,1923663.67,7262.22,Monthly,No,881115.32,5042.95,AGT-2345,November,Q4,2016,25-Nov-17,CLM-386875,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-647330,03-10-2022,03-Oct-23,10,03-Oct-22,CUST-424077,978724.85,35741.45,Annually,No,351034.56,803.52,AGT-2345,October,Q4,2022,03-Oct-23,CLM-917116,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-960888,21-04-2020,21-Apr-22,10,21-Apr-20,CUST-203452,997338.37,17753.74,Quarterly,No,549000.59,8388.27,AGT-2345,April,Q2,2020,21-Apr-21,CLM-372165,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-165401,25-06-2022,25-Jun-23,10,25-Jun-22,CUST-405053,553676.24,88687.9,Monthly,No,309771.9,6934.35,AGT-2345,June,Q2,2022,25-Jun-23,CLM-642495,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-852877,08-03-2024,16-Mar-25,10,16-Mar-25,CUST-524020,531623.65,15969.57,Quarterly,No,186625.63,6112.11,AGT-2345,March,Q1,2025,16-Mar-26,CLM-753036,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-340329,11-04-2018,11-Apr-21,10,11-Apr-18,CUST-935870,487563.19,98158.85,Quarterly,No,285956.54,1388.93,AGT-2345,April,Q2,2018,11-Apr-19,CLM-881594,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-886789,22-02-2021,22-Feb-23,10,22-Feb-21,CUST-902199,1553079.59,32067.12,Annually,No,854616.45,8614.26,AGT-2345,February,Q1,2021,22-Feb-22,CLM-600262,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
TRS-POL-255318,26-10-2020,26-Oct-22,10,26-Oct-20,CUST-766969,1935207.46,38633.02,Annually,No,892609.01,1126.74,AGT-2345,October,Q4,2020,26-Oct-21,CLM-701744,TR-ENDD989,LGA-TRCD-9829,Surrendered,Madhya Pradesh,RMC9F7L5,ZMN8K2L1
